"Provisional weekly death counts, by age group and sex c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15"
"Frequency: Weekly"
"Table: 13-10-0768-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Age at time of death","Age at time of death, all ages 18",,
,"Sex","Both sexes 19","Males","Females"
,"Characteristics 17","Number of deaths","Number of deaths","Number of deaths"
"Geography, place of occurrence 16","Reference period"
,,"Number",,
,"April 6, 2013","1,180","570","610"
,"April 13, 2013","1,180","575","605"
,"April 20, 2013","1,230","600","630"
,"April 27, 2013","1,095","510","585"
,"May 4, 2013","1,140","550","590"
,"May 11, 2013","1,205","585","620"
,"May 18, 2013","1,110","530","580"
,"May 25, 2013","1,055","545","510"
,"June 1, 2013","1,150","575","575"
,"June 8, 2013","1,045","530","515"
,"June 15, 2013","1,085","550","535"
,"June 22, 2013","1,040","535","505"
,"June 29, 2013","1,035","515","520"
,"July 6, 2013","1,130","565","565"
,"July 13, 2013","1,105","530","575"
,"July 20, 2013","1,125","550","575"
,"July 27, 2013","1,025","490","535"
,"August 3, 2013","1,075","535","540"
,"August 10, 2013","1,030","505","525"
,"August 17, 2013","1,095","540","555"
,"August 24, 2013","1,020","515","505"
,"August 31, 2013","1,050","510","540"
,"September 7, 2013","1,100","560","540"
,"September 14, 2013","1,090","550","540"
,"September 21, 2013","1,085","535","550"
,"September 28, 2013","1,095","525","570"
,"October 5, 2013","1,155","565","590"
,"October 12, 2013","1,055","530","525"
,"October 19, 2013","1,030","535","495"
,"October 26, 2013","1,120","535","585"
,"November 2, 2013","1,140","545","595"
,"November 9, 2013","1,125","565","560"
,"November 16, 2013","1,140","550","590"
,"November 23, 2013","1,150","570","580"
,"November 30, 2013","1,150","580","570"
,"December 7, 2013","1,170","590","580"
,"December 14, 2013","1,175","570","605"
,"December 21, 2013","1,220","590","630"
,"December 28, 2013","1,295","635","660"
,"January 4, 2014","1,345","655","690"
,"January 11, 2014","1,360","670","690"
,"January 18, 2014","1,340","665","675"
,"January 25, 2014","1,295","620","675"
,"February 1, 2014","1,300","640","660"
,"February 8, 2014","1,270","605","665"
,"February 15, 2014","1,270","630","640"
,"February 22, 2014","1,330","630","700"
,"March 1, 2014","1,260","620","640"
,"March 8, 2014","1,270","625","645"
,"March 15, 2014","1,220","590","630"
,"March 22, 2014","1,275","595","680"
,"March 29, 2014","1,280","630","650"
,"April 5, 2014","1,255","615","640"
,"April 12, 2014","1,220","590","630"
,"April 19, 2014","1,170","555","615"
,"April 26, 2014","1,170","565","605"
,"May 3, 2014","1,225","590","635"
,"May 10, 2014","1,200","605","595"
,"May 17, 2014","1,145","550","595"
,"May 24, 2014","1,090","545","545"
,"May 31, 2014","1,115","570","545"
,"June 7, 2014","1,100","560","540"
,"June 14, 2014","1,120","550","570"
,"June 21, 2014","1,065","535","530"
,"June 28, 2014","1,155","570","585"
,"July 5, 2014","1,195","570","625"
,"July 12, 2014","1,120","575","545"
,"July 19, 2014","1,060","535","525"
,"July 26, 2014","1,155","560","595"
,"August 2, 2014","1,070","545","525"
,"August 9, 2014","1,105","545","560"
,"August 16, 2014","1,060","505","555"
,"August 23, 2014","1,080","545","535"
,"August 30, 2014","1,080","550","530"
,"September 6, 2014","1,090","530","560"
,"September 13, 2014","1,000","490","510"
,"September 20, 2014","1,135","565","570"
,"September 27, 2014","1,175","600","575"
,"October 4, 2014","1,190","575","615"
,"October 11, 2014","1,155","590","565"
,"October 18, 2014","1,230","615","615"
,"October 25, 2014","1,180","615","565"
,"November 1, 2014","1,180","625","555"
,"November 8, 2014","1,230","640","590"
,"November 15, 2014","1,165","565","600"
,"November 22, 2014","1,240","610","630"
,"November 29, 2014","1,275","635","640"
,"December 6, 2014","1,305","655","650"
,"December 13, 2014","1,320","655","665"
,"December 20, 2014","1,450","680","770"
,"December 27, 2014","1,550","745","805"
,"January 3, 2015","1,745","810","935"
,"January 10, 2015","1,645","815","830"
,"January 17, 2015","1,555","720","835"
,"January 24, 2015","1,550","750","800"
,"January 31, 2015","1,390","650","740"
,"February 7, 2015","1,415","715","700"
,"February 14, 2015","1,415","690","725"
,"February 21, 2015","1,385","665","720"
,"February 28, 2015","1,365","650","715"
,"March 7, 2015","1,410","695","715"
,"March 14, 2015","1,365","640","725"
,"March 21, 2015","1,375","640","735"
,"March 28, 2015","1,325","655","670"
,"April 4, 2015","1,360","675","685"
,"April 11, 2015","1,200","605","595"
,"April 18, 2015","1,350","660","690"
,"April 25, 2015","1,280","625","655"
,"May 2, 2015","1,195","565","630"
,"May 9, 2015","1,210","605","605"
,"May 16, 2015","1,165","575","590"
,"May 23, 2015","1,165","575","590"
,"May 30, 2015","1,140","560","580"
,"June 6, 2015","1,070","540","530"
,"June 13, 2015","1,110","570","540"
,"June 20, 2015","1,100","570","530"
,"June 27, 2015","1,045","530","515"
,"July 4, 2015","1,045","495","550"
,"July 11, 2015","1,115","555","560"
,"July 18, 2015","1,040","525","515"
,"July 25, 2015","1,075","575","500"
,"August 1, 2015","1,110","575","535"
,"August 8, 2015","1,000","495","505"
,"August 15, 2015","1,045","520","525"
,"August 22, 2015","1,095","570","525"
,"August 29, 2015","1,080","555","525"
,"September 5, 2015","1,070","545","525"
,"September 12, 2015","1,080","570","510"
,"September 19, 2015","1,160","610","550"
,"September 26, 2015","1,095","555","540"
,"October 3, 2015","1,165","580","585"
,"October 10, 2015","1,195","595","600"
,"October 17, 2015","1,245","625","620"
,"October 24, 2015","1,200","595","605"
,"October 31, 2015","1,200","590","610"
,"November 7, 2015","1,200","580","620"
,"November 14, 2015","1,225","620","605"
,"November 21, 2015","1,215","620","595"
,"November 28, 2015","1,185","595","590"
,"December 5, 2015","1,225","635","590"
,"December 12, 2015","1,310","680","630"
,"December 19, 2015","1,245","615","630"
,"December 26, 2015","1,175","580","595"
,"January 2, 2016","1,260","635","625"
,"January 9, 2016","1,230","620","610"
,"January 16, 2016","1,290","630","660"
,"January 23, 2016","1,250","605","645"
,"January 30, 2016","1,325","690","635"
,"February 6, 2016","1,295","600","695"
,"February 13, 2016","1,300","630","670"
,"February 20, 2016","1,305","635","670"
,"February 27, 2016","1,360","675","685"
,"March 5, 2016","1,415","645","770"
,"March 12, 2016","1,335","665","670"
,"March 19, 2016","1,310","650","660"
,"March 26, 2016","1,305","645","660"
,"April 2, 2016","1,300","685","615"
,"April 9, 2016","1,260","620","640"
,"April 16, 2016","1,205","590","615"
,"April 23, 2016","1,260","590","670"
,"April 30, 2016","1,240","655","585"
,"May 7, 2016","1,270","625","645"
,"May 14, 2016","1,225","615","610"
,"May 21, 2016","1,190","590","600"
,"May 28, 2016","1,175","600","575"
,"June 4, 2016","1,115","560","555"
,"June 11, 2016","1,095","535","560"
,"June 18, 2016","1,145","575","570"
,"June 25, 2016","1,200","570","630"
,"July 2, 2016","1,135","560","575"
,"July 9, 2016","1,090","555","535"
,"July 16, 2016","1,125","530","595"
,"July 23, 2016","1,090","575","515"
,"July 30, 2016","1,150","595","555"
,"August 6, 2016","1,110","525","585"
,"August 13, 2016","1,130","545","585"
,"August 20, 2016","1,175","585","590"
,"August 27, 2016","1,100","540","560"
,"September 3, 2016","1,100","560","540"
,"September 10, 2016","1,105","575","530"
,"September 17, 2016","1,120","545","575"
,"September 24, 2016","1,105","530","575"
,"October 1, 2016","1,140","555","585"
,"October 8, 2016","1,170","560","610"
,"October 15, 2016","1,215","590","625"
,"October 22, 2016","1,250","620","630"
,"October 29, 2016","1,240","645","595"
,"November 5, 2016","1,280","630","650"
,"November 12, 2016","1,195","575","620"
,"November 19, 2016","1,235","615","620"
,"November 26, 2016","1,210","575","635"
,"December 3, 2016","1,235","610","625"
,"December 10, 2016","1,155","555","600"
,"December 17, 2016","1,290","635","655"
,"December 24, 2016","1,310","665","645"
,"December 31, 2016","1,435","700","735"
,"January 7, 2017","1,510","715","790"
,"January 14, 2017","1,420","700","720"
,"January 21, 2017","1,490","745","740"
,"January 28, 2017","1,465","745","720"
,"February 4, 2017","1,375","660","715"
,"February 11, 2017","1,450","655","790"
,"February 18, 2017","1,395","645","750"
,"February 25, 2017","1,420","660","760"
,"March 4, 2017","1,325","620","700"
,"March 11, 2017","1,380","655","725"
,"March 18, 2017","1,350","685","660"
,"March 25, 2017","1,375","650","720"
,"April 1, 2017","1,360","650","705"
,"April 8, 2017","1,340","615","720"
,"April 15, 2017","1,330","615","725"
,"April 22, 2017","1,255","650","600"
,"April 29, 2017","1,240","625","615"
,"May 6, 2017","1,240","610","625"
,"May 13, 2017","1,290","675","615"
,"May 20, 2017","1,245","630","620"
,"May 27, 2017","1,120","570","555"
,"June 3, 2017","1,165","570","590"
,"June 10, 2017","1,180","585","590"
,"June 17, 2017","1,145","570","570"
,"June 24, 2017","1,170","570","595"
,"July 1, 2017","1,150","580","570"
,"July 8, 2017","1,130","560","570"
,"July 15, 2017","1,155","575","580"
,"July 22, 2017","1,085","530","560"
,"July 29, 2017","1,125","570","555"
,"August 5, 2017","1,125","590","535"
,"August 12, 2017","1,115","545","570"
,"August 19, 2017","1,105","540","565"
,"August 26, 2017","1,105","530","575"
,"September 2, 2017","1,115","510","600"
,"September 9, 2017","1,180","600","580"
,"September 16, 2017","1,150","585","570"
,"September 23, 2017","1,130","580","555"
,"September 30, 2017","1,225","585","640"
,"October 7, 2017","1,175","615","555"
,"October 14, 2017","1,230","630","600"
,"October 21, 2017","1,175","575","605"
,"October 28, 2017","1,215","635","580"
,"November 4, 2017","1,260","615","640"
,"November 11, 2017","1,270","630","635"
,"November 18, 2017","1,290","620","670"
,"November 25, 2017","1,275","620","660"
,"December 2, 2017","1,330","625","700"
,"December 9, 2017","1,280","655","625"
,"December 16, 2017","1,330","680","650"
,"December 23, 2017","1,470","745","730"
,"December 30, 2017","1,475","755","720"
,"January 6, 2018","1,600","795","810"
,"January 13, 2018","1,685","785","895"
,"January 20, 2018","1,695","815","880"
,"January 27, 2018","1,615","770","850"
,"February 3, 2018","1,620","750","865"
,"February 10, 2018","1,515","760","755"
,"February 17, 2018","1,525","760","760"
,"February 24, 2018","1,520","740","780"
,"March 3, 2018","1,460","705","760"
,"March 10, 2018","1,415","665","755"
,"March 17, 2018","1,340","650","685"
,"March 24, 2018","1,350","600","750"
,"March 31, 2018","1,345","640","700"
,"April 7, 2018","1,330","660","670"
,"April 14, 2018","1,345","650","695"
,"April 21, 2018","1,275","605","670"
,"April 28, 2018","1,355","625","730"
,"May 5, 2018","1,260","620","645"
,"May 12, 2018","1,310","660","650"
,"May 19, 2018","1,265","635","635"
,"May 26, 2018","1,245","600","645"
,"June 2, 2018","1,240","640","595"
,"June 9, 2018","1,185","575","605"
,"June 16, 2018","1,190","600","590"
,"June 23, 2018","1,170","585","580"
,"June 30, 2018","1,135","590","550"
,"July 7, 2018","1,360","690","665"
,"July 14, 2018","1,200","605","605"
,"July 21, 2018","1,135","560","570"
,"July 28, 2018","1,160","605","555"
,"August 4, 2018","1,225","610","615"
,"August 11, 2018","1,155","580","575"
,"August 18, 2018","1,170","605","565"
,"August 25, 2018","1,195","600","595"
,"September 1, 2018","1,095","555","545"
,"September 8, 2018","1,170","600","575"
,"September 15, 2018","1,160","575","590"
,"September 22, 2018","1,220","615","605"
,"September 29, 2018","1,270","645","625"
,"October 6, 2018","1,255","645","605"
,"October 13, 2018","1,285","640","645"
,"October 20, 2018","1,260","615","640"
,"October 27, 2018","1,365","680","685"
,"November 3, 2018","1,310","660","650"
,"November 10, 2018","1,310","625","685"
,"November 17, 2018","1,315","650","660"
,"November 24, 2018","1,275","640","635"
,"December 1, 2018","1,230","600","630"
,"December 8, 2018","1,340","655","685"
,"December 15, 2018","1,290","635","660"
,"December 22, 2018","1,335","630","710"
,"December 29, 2018","1,365","695","675"
,"January 5, 2019","1,485","715","770"
,"January 12, 2019","1,450","730","715"
,"January 19, 2019","1,450","730","720"
,"January 26, 2019","1,490","725","765"
,"February 2, 2019","1,370","665","705"
,"February 9, 2019","1,405","690","715"
,"February 16, 2019","1,445","710","735"
,"February 23, 2019","1,320","660","660"
,"March 2, 2019","1,360","670","695"
,"March 9, 2019","1,445","680","765"
,"March 16, 2019","1,375","675","700"
,"March 23, 2019","1,345","675","670"
,"March 30, 2019","1,260","615","645"
,"April 6, 2019","1,270","650","625"
,"April 13, 2019","1,375","670","705"
,"April 20, 2019","1,345","675","665"
,"April 27, 2019","1,290","620","665"
,"May 4, 2019","1,340","635","710"
,"May 11, 2019","1,335","660","675"
,"May 18, 2019","1,305","655","650"
,"May 25, 2019","1,265","620","640"
,"June 1, 2019","1,225","610","620"
,"June 8, 2019","1,190","585","610"
,"June 15, 2019","1,240","655","585"
,"June 22, 2019","1,165","585","580"
,"June 29, 2019","1,220","615","605"
,"July 6, 2019","1,240","625","615"
,"July 13, 2019","1,225","635","590"
,"July 20, 2019","1,240","620","620"
,"July 27, 2019","1,190","620","565"
,"August 3, 2019","1,090","565","525"
,"August 10, 2019","1,165","585","580"
,"August 17, 2019","1,150","575","575"
,"August 24, 2019","1,110","585","530"
,"August 31, 2019","1,160","575","585"
,"September 7, 2019","1,180","610","575"
,"September 14, 2019","1,165","580","590"
,"September 21, 2019","1,190","600","590"
,"September 28, 2019","1,260","620","635"
,"October 5, 2019","1,275","610","665"
,"October 12, 2019","1,240","630","610"
,"October 19, 2019","1,360","680","675"
,"October 26, 2019","1,325","650","670"
,"November 2, 2019","1,275","630","655"
,"November 9, 2019","1,300","670","630"
,"November 16, 2019","1,310","660","650"
,"November 23, 2019","1,305","650","660"
,"November 30, 2019","1,295","640","655"
,"December 7, 2019","1,385","715","670"
,"December 14, 2019","1,300","630","670"
,"December 21, 2019","1,330","640","690"
,"December 28, 2019","1,395","700","700"
,"January 4, 2020","1,465","730","740"
,"January 11, 2020","1,495","705","795"
,"January 18, 2020","1,470","710","755"
,"January 25, 2020","1,510","765","740"
,"February 1, 2020","1,430","725","705"
,"February 8, 2020","1,485","750","740"
,"February 15, 2020","1,395","680","715"
,"February 22, 2020","1,365","665","695"
,"February 29, 2020","1,475","755","720"
,"March 7, 2020","1,385","690","695"
,"March 14, 2020","1,370","665","710"
,"March 21, 2020","1,365","665","695"
,"March 28, 2020","1,485","750","740"
,"April 4, 2020","1,520","750","770"
,"April 11, 2020","1,765","830","940"
,"April 18, 2020","1,850","860","990"
,"April 25, 2020","2,030","950","1,075"
,"May 2, 2020","2,065","945","1,115"
,"May 9, 2020","1,880","905","975"
,"May 16, 2020","1,685","790","890"
,"May 23, 2020","1,610","795","810"
,"May 30, 2020","1,685","830","865"
,"June 6, 2020","1,365","640","730"
,"June 13, 2020","1,225","620","600"
,"June 20, 2020","1,235","625","610"
,"June 27, 2020","1,225","640","585"
,"July 4, 2020","1,115","595","520"
,"July 11, 2020","1,240","630","610"
,"July 18, 2020","1,160","575","585"
,"July 25, 2020","1,145","600","550"
,"August 1, 2020","1,150","610","540"
,"August 8, 2020","1,220","570","650"
,"August 15, 2020","1,190","580","610"
,"August 22, 2020","1,145","590","560"
,"August 29, 2020","1,245","615","625"
,"September 5, 2020","1,205","650","555"
,"September 12, 2020","1,180","605","575"
,"September 19, 2020","1,255","630","630"
,"September 26, 2020","1,330","690","640"
,"October 3, 2020","1,325","680","650"
,"October 10, 2020","1,410","690","720"
,"October 17, 2020","1,320","665","660"
,"October 24, 2020","1,300","645","650"
,"October 31, 2020","1,390","720","670"
,"November 7, 2020","1,440","725","715"
,"November 14, 2020","1,475","735","740"
,"November 21, 2020","1,380","710","670"
,"November 28, 2020","1,480","750","725"
,"December 5, 2020","1,520","760","760"
,"December 12, 2020","1,505","750","755"
,"December 19, 2020","1,555","790","765"
,"December 26, 2020","1,585","775","805"
,"January 2, 2021","1,540","775","765"
,"January 9, 2021","1,675","845","830"
,"January 16, 2021","1,635","800","835"
,"January 23, 2021","1,555","775","780"
,"January 30, 2021","1,490","800","690"
,"February 6, 2021","1,575","775","800"
,"February 13, 2021","1,385","725","660"
,"February 20, 2021","1,380","710","670"
,"February 27, 2021","1,345","670","675"
,"March 6, 2021","1,325","690","630"
,"March 13, 2021","1,280","625","655"
,"March 20, 2021","1,305","650","660"
,"March 27, 2021","1,240","595","645"
,"April 3, 2021","1,280","675","610"
,"April 10, 2021","1,340","700","640"
,"April 17, 2021","1,305","680","625"
,"April 24, 2021","1,285","695","590"
,"May 1, 2021","1,285","630","660"
,"May 8, 2021","1,280","665","615"
,"May 15, 2021","1,250","655","595"
,"May 22, 2021","1,295","660","635"
,"May 29, 2021","1,155","590","565"
,"June 5, 2021","1,200","605","600"
,"June 12, 2021","1,180","625","560"
,"June 19, 2021","1,230","635","595"
,"June 26, 2021","1,190","615","575"
,"July 3, 2021","1,180","620","555"
